Name,MC #,Symbol,Price,BTC,1h,24h,7d,14d,30d,45d,90d,200d,Mkt. Cap
Internet of Things,1701,,XOT,56.92,0.01648692,-0.48,-0.31,5.24,-11.41,-18.79,-32.50,-41.32,-67.83
Wi Coin,1742,,WIC,0.0001,0.00000004,-0.48,-0.32,0.11,-35.84,-14.33,-13.95,-29.33,-76.63
Californium,1504,,CF,0.0056,0.00000071,0.00000000,0.00,0.00000000,41.72,22.08,9.51,-52.38,-63.61
iTicoin,1314,,ITI,2.44,0.00030813,-2.12,-0.20,5.59,31.94,-7.76,-13.64,-36.07,-78.06
Bitvolt,1549,,VOLT,0.0003,0.00000004,-0.13,6.66,6.66,120.04,93.55,161.76,-45.59,-73.30
bitGold,1228,,BITGOLD,717.81,0.09062195,0.00000000,1.84,34.84,-19.66,-24.73,-25.80,-39.80,-47.13
Magnum,1576,,MGM,0.0003,0.00000004,-0.13,-2.80,3.65,-19.81,-21.53,60.11,-29.95,-74.92
Joincoin,1420,,J,0.0107,0.00000135,0.21,-2.99,36.22,-14.24,-53.78,-44.24,-63.24,-84.60
Centurion,1473,,CNT,0.0003,0.00000003,-0.13,4.32,-19.13,-31.01,-54.59,-30.01,-69.68,-90.39
PayCoin,1157,,XPY,0.0153,0.00000193,-0.13,-16.31,48.52,69.47,40.87,46.86,25.20,-25.49
PetroDollar,771,,XPD,0.0191,0.00000241,-0.12,30.16,30.16,40.65,23.48,-7.66,-48.91,116.19
XOVBank,1063,,XOV,0.0025,0.00000031,0.99,-10.85,18.42,13.37,49.23,191.28,-16.26,
BowsCoin,1521,,BSC,0.0016,0.00000020,0.00,0.00000000,0.00000000,129.26,125.15,113.11,-51.46,-51.19
Read,1747,,READ,0.0031,0.00000039,1.41,0.91,-2.56,55.87,34.89,51.92,-11.72,-59.48
Stronghold Token,959,,SHX,0.0005,0.00000006,-6.01,9.88,53.56,-45.52,-86.72,,,
LiteCoin Ultra,1523,,LTCU,0.0077,0.00000097,0.00,-25.18,-25.18,161.90,27.67,133.00,-52.06,-56.33
Bitdeal,1452,,BDL,0.0002,0.00000002,-0.13,-42.12,-48.17,-37.30,-65.59,-64.52,-83.67,-94.49
Compound Coin,1391,,COMP,0.00000104,0.0000,0.80,7.74,22.16,-54.95,-74.71,-82.65,-93.88,
KingN Coin,1487,,KNC,8.58,0.00108317,0.00000000,0.00,0.00,7.57,-7.49,-11.15,-26.13,-26.82
Luna Coin,1401,,LUNA,0.0241,0.00000304,0.84,-23.61,119.63,"2,399","1,657","1,289",244.63,59.06
SmartCoin,1382,,SMC,0.0019,0.00000024,0.00000000,0.00,0.00000000,59.76,22.42,-9.53,-60.18,-77.96
Ethereum Lite,1746,,ELITE,0.0743,0.00000938,-0.13,-6.65,-6.65,-22.99,-2.70,0.44,-36.71,-68.93
GeertCoin,1570,,GEERT,0.0004,0.00000012,0.00,0.00,0.00,-0.92,10.90,0.40,-75.37,-90.78
Commodity Ad Network,1133,,CDX,0.0066,0.00000191,0.84,8.33,107.69,170.78,225.87,209.51,-23.06,-71.53
HarmonyCoin,1585,,HMC,0.0002,0.00000002,-0.13,-70.26,194.67,121.74,-12.88,8.40,-56.43,-97.44
PAWS Fund,1427,,PAWS,0.1771,0.00002236,5.83,6.89,-21.64,-55.32,-41.65,-75.90,-88.48,
Aricoin,1400,,ARI,0.0002,0.00000005,0.00,0.00000000,0.00,0.00,-26.49,-35.76,-60.81,-87.41
Plex Coin,1745,,PLX,0.0035,0.00000102,0.00,0.00,-4.51,-2.42,-31.90,-30.37,-60.43,-52.61
VapersCoin,1575,,VPRC,0.00000196,0.0000,0.00,0.00000000,0.00,0.00,-12.06,-22.57,-61.99,-97.35
AvatarCoin,1743,,AV,0.1855,0.00002342,0.00,31.23,31.23,504.71,311.69,398.31,359.46,372.23
Promotion Coin,1744,,PC,0.0004,0.00000005,-0.03,-2.08,1.51,71.53,23.15,35.29,-17.08,
Coimatic 2.0,1572,,CTIC2,0.0001,0.00000004,0.00,0.00000000,28.94,-3.62,-28.60,-14.50,-56.82,-76.57
High Voltage,1483,,HVCO,0.0123,0.00000156,-0.13,48.56,48.56,30.47,7.35,10.18,-55.46,-86.32
BenjiRolls,1537,,BENJI,0.0003,0.00000004,0.00,0.00000000,9.40,344.50,299.24,152.73,-66.99,-87.67
Safe Trade Coin,1459,,XSTC,0.00007902,0.00000001,-0.13,-51.40,49.43,118.94,-30.49,4.51,-38.79,-78.67
Veltor,1531,,VLT,0.0123,0.00000156,-0.13,11.41,11.41,147.50,114.81,52.37,-53.26,-87.28
Coimatic 3.0,1579,,CTIC3,0.0005,0.00000006,0.00,0.01,15.11,35.28,-19.88,-26.61,-52.93,-78.22
Obitan Chain,1702,,OBTC,0.00004060,0.00000001,0.00,0.00000000,0.00000000,"3,153","2,436","2,591",97.83,
TerraNova,1703,,TER,0.1409,0.00001779,-1.42,13.30,33.86,306.23,304.93,407.14,239.20,-89.72
Dix Asset,1454,,DIX,0.00000027,0.0000,-1.26,-0.62,12.34,0.67,-20.62,-24.70,-60.08,-96.27
BitCoal,1557,,COAL,0.0009,0.00000011,-0.13,-2.80,42.52,-50.38,-67.92,-70.30,-96.64,
bitBTC,1192,,BITBTC,"3,955.81",0.49941388,-5.96,-3.42,-6.87,26.00,-13.73,6.96,-36.02,-52.22
BTCtalkcoin,1319,,TALK,0.0011,0.00000014,-0.12,-1.71,-1.71,-9.78,0.59,-21.09,-60.13,-84.44
POLY AI,1584,,AI,0.00004500,0.00000001,-0.44,29.91,3.79,13.29,-34.57,-39.02,-53.28,-77.47
NobleCoin,1091,,NOBL,0.0001,0.00000003,0.00000000,0.00,0.00,0.00,37.30,-7.30,-57.03,-75.10
Rubies,1136,,RBIES,0.0203,0.00000256,-0.26,-6.04,22.74,294.26,222.02,220.80,17.10,-10.24
Virtacoin,1553,,VTA,0.00000096,0.0000,-0.20,-5.40,29.58,-17.86,-17.86,-27.18,-83.46,-91.28
GuccioneCoin,1403,,GCC,0.0020,0.00000025,-0.13,22.79,22.79,118.93,58.70,20.88,-1.15,-33.34
Litecred,1475,,LTCR,0.0006,0.00000008,0.00,19.92,19.92,57.54,42.69,94.73,-17.43,-33.38
Eurocoin,1480,,EUC,0.0015,0.00000019,-0.13,-20.01,-20.01,-21.43,-17.83,160.91,-44.74,-77.70
Printerium,1418,,PRX,0.0005,0.00000006,11.41,-27.97,-52.35,-99.06,-99.47,,,
SongCoin,1526,,SONG,0.0002,0.00000003,-0.12,58.53,-1.46,30.62,93.65,94.69,-40.19,-84.07
Elysium,1425,,ELS,0.0024,0.00000030,0.00,-2.85,115.82,175.77,287.95,294.27,41.40,-61.63
Cashcoin,1354,,CASH,0.0011,0.00000014,-0.12,87.08,29.72,90.22,149.01,63.27,-68.45,-89.93
Dollarcoin,1471,,DLC,0.0022,0.00000028,-0.13,13.12,13.12,106.60,72.58,17.97,-56.49,-87.02
Cannation,1536,,CNNC,0.0026,0.00000033,0.29,0.41,0.41,21.29,-34.26,-34.31,-68.35,-79.23
Impact,1373,,IMX,0.0005,0.00000006,-0.13,19.51,19.51,64.31,145.22,96.26,47.29,-73.53
Coin2.1,1430,,C2,0.0004,0.00000005,0.00,0.00000000,0.00,11.50,25.02,25.02,-63.98,-78.13
Elcoin,970,,EL,0.0435,0.00000549,-0.25,-2.19,14.07,163.04,84.08,246.60,126.42,-19.91
CrevaCoin,1565,,CREVA,0.00007902,0.00000001,-0.13,-33.34,-33.34,118.95,34.48,96.32,-38.58,-1.67
Save and Gain,1571,,SANDG,0.0006,0.00000008,-0.12,5.43,5.43,5.38,-1.93,-19.37,-38.33,-90.19
Internet of Things,1701,,XOT,56.92,0.01648692,-0.48,-0.31,5.24,-11.41,-18.79,-32.50,-41.32,-67.83
Wi Coin,1742,,WIC,0.0001,0.00000004,-0.48,-0.32,0.11,-35.84,-14.33,-13.95,-29.33,-76.63
Californium,1504,,CF,0.0056,0.00000071,0.00000000,0.00,0.00000000,41.72,22.08,9.51,-52.38,-63.61
iTicoin,1314,,ITI,2.44,0.00030813,-2.12,-0.20,5.59,31.94,-7.76,-13.64,-36.07,-78.06
Bitvolt,1549,,VOLT,0.0003,0.00000004,-0.13,6.66,6.66,120.04,93.55,161.76,-45.59,-73.30
bitGold,1228,,BITGOLD,717.81,0.09062195,0.00000000,1.84,34.84,-19.66,-24.73,-25.80,-39.80,-47.13
Magnum,1576,,MGM,0.0003,0.00000004,-0.13,-2.80,3.65,-19.81,-21.53,60.11,-29.95,-74.92
Joincoin,1420,,J,0.0107,0.00000135,0.21,-2.99,36.22,-14.24,-53.78,-44.24,-63.24,-84.60
Centurion,1473,,CNT,0.0003,0.00000003,-0.13,4.32,-19.13,-31.01,-54.59,-30.01,-69.68,-90.39
PayCoin,1157,,XPY,0.0153,0.00000193,-0.13,-16.31,48.52,69.47,40.87,46.86,25.20,-25.49
PetroDollar,771,,XPD,0.0191,0.00000241,-0.12,30.16,30.16,40.65,23.48,-7.66,-48.91,116.19
XOVBank,1063,,XOV,0.0025,0.00000031,0.99,-10.85,18.42,13.37,49.23,191.28,-16.26,
BowsCoin,1521,,BSC,0.0016,0.00000020,0.00,0.00000000,0.00000000,129.26,125.15,113.11,-51.46,-51.19
Read,1747,,READ,0.0031,0.00000039,1.41,0.91,-2.56,55.87,34.89,51.92,-11.72,-59.48
Stronghold Token,959,,SHX,0.0005,0.00000006,-6.01,9.88,53.56,-45.52,-86.72,,,
LiteCoin Ultra,1523,,LTCU,0.0077,0.00000097,0.00,-25.18,-25.18,161.90,27.67,133.00,-52.06,-56.33
Bitdeal,1452,,BDL,0.0002,0.00000002,-0.13,-42.12,-48.17,-37.30,-65.59,-64.52,-83.67,-94.49
Compound Coin,1391,,COMP,0.00000104,0.0000,0.80,7.74,22.16,-54.95,-74.71,-82.65,-93.88,
KingN Coin,1487,,KNC,8.58,0.00108317,0.00000000,0.00,0.00,7.57,-7.49,-11.15,-26.13,-26.82
Luna Coin,1401,,LUNA,0.0241,0.00000304,0.84,-23.61,119.63,"2,399","1,657","1,289",244.63,59.06
SmartCoin,1382,,SMC,0.0019,0.00000024,0.00000000,0.00,0.00000000,59.76,22.42,-9.53,-60.18,-77.96
Ethereum Lite,1746,,ELITE,0.0743,0.00000938,-0.13,-6.65,-6.65,-22.99,-2.70,0.44,-36.71,-68.93
GeertCoin,1570,,GEERT,0.0004,0.00000012,0.00,0.00,0.00,-0.92,10.90,0.40,-75.37,-90.78
Commodity Ad Network,1133,,CDX,0.0066,0.00000191,0.84,8.33,107.69,170.78,225.87,209.51,-23.06,-71.53
HarmonyCoin,1585,,HMC,0.0002,0.00000002,-0.13,-70.26,194.67,121.74,-12.88,8.40,-56.43,-97.44
PAWS Fund,1427,,PAWS,0.1771,0.00002236,5.83,6.89,-21.64,-55.32,-41.65,-75.90,-88.48,
Aricoin,1400,,ARI,0.0002,0.00000005,0.00,0.00000000,0.00,0.00,-26.49,-35.76,-60.81,-87.41
Plex Coin,1745,,PLX,0.0035,0.00000102,0.00,0.00,-4.51,-2.42,-31.90,-30.37,-60.43,-52.61
VapersCoin,1575,,VPRC,0.00000196,0.0000,0.00,0.00000000,0.00,0.00,-12.06,-22.57,-61.99,-97.35
AvatarCoin,1743,,AV,0.1855,0.00002342,0.00,31.23,31.23,504.71,311.69,398.31,359.46,372.23
Promotion Coin,1744,,PC,0.0004,0.00000005,-0.03,-2.08,1.51,71.53,23.15,35.29,-17.08,
Coimatic 2.0,1572,,CTIC2,0.0001,0.00000004,0.00,0.00000000,28.94,-3.62,-28.60,-14.50,-56.82,-76.57
High Voltage,1483,,HVCO,0.0123,0.00000156,-0.13,48.56,48.56,30.47,7.35,10.18,-55.46,-86.32
BenjiRolls,1537,,BENJI,0.0003,0.00000004,0.00,0.00000000,9.40,344.50,299.24,152.73,-66.99,-87.67
Safe Trade Coin,1459,,XSTC,0.00007902,0.00000001,-0.13,-51.40,49.43,118.94,-30.49,4.51,-38.79,-78.67
Veltor,1531,,VLT,0.0123,0.00000156,-0.13,11.41,11.41,147.50,114.81,52.37,-53.26,-87.28
Coimatic 3.0,1579,,CTIC3,0.0005,0.00000006,0.00,0.01,15.11,35.28,-19.88,-26.61,-52.93,-78.22
Obitan Chain,1702,,OBTC,0.00004060,0.00000001,0.00,0.00000000,0.00000000,"3,153","2,436","2,591",97.83,
TerraNova,1703,,TER,0.1409,0.00001779,-1.42,13.30,33.86,306.23,304.93,407.14,239.20,-89.72
Dix Asset,1454,,DIX,0.00000027,0.0000,-1.26,-0.62,12.34,0.67,-20.62,-24.70,-60.08,-96.27
BitCoal,1557,,COAL,0.0009,0.00000011,-0.13,-2.80,42.52,-50.38,-67.92,-70.30,-96.64,
bitBTC,1192,,BITBTC,"3,955.81",0.49941388,-5.96,-3.42,-6.87,26.00,-13.73,6.96,-36.02,-52.22
BTCtalkcoin,1319,,TALK,0.0011,0.00000014,-0.12,-1.71,-1.71,-9.78,0.59,-21.09,-60.13,-84.44
POLY AI,1584,,AI,0.00004500,0.00000001,-0.44,29.91,3.79,13.29,-34.57,-39.02,-53.28,-77.47
NobleCoin,1091,,NOBL,0.0001,0.00000003,0.00000000,0.00,0.00,0.00,37.30,-7.30,-57.03,-75.10
Rubies,1136,,RBIES,0.0203,0.00000256,-0.26,-6.04,22.74,294.26,222.02,220.80,17.10,-10.24
Virtacoin,1553,,VTA,0.00000096,0.0000,-0.20,-5.40,29.58,-17.86,-17.86,-27.18,-83.46,-91.28
GuccioneCoin,1403,,GCC,0.0020,0.00000025,-0.13,22.79,22.79,118.93,58.70,20.88,-1.15,-33.34
Litecred,1475,,LTCR,0.0006,0.00000008,0.00,19.92,19.92,57.54,42.69,94.73,-17.43,-33.38
Eurocoin,1480,,EUC,0.0015,0.00000019,-0.13,-20.01,-20.01,-21.43,-17.83,160.91,-44.74,-77.70
Printerium,1418,,PRX,0.0005,0.00000006,11.41,-27.97,-52.35,-99.06,-99.47,,,
SongCoin,1526,,SONG,0.0002,0.00000003,-0.12,58.53,-1.46,30.62,93.65,94.69,-40.19,-84.07
Elysium,1425,,ELS,0.0024,0.00000030,0.00,-2.85,115.82,175.77,287.95,294.27,41.40,-61.63
Cashcoin,1354,,CASH,0.0011,0.00000014,-0.12,87.08,29.72,90.22,149.01,63.27,-68.45,-89.93
Dollarcoin,1471,,DLC,0.0022,0.00000028,-0.13,13.12,13.12,106.60,72.58,17.97,-56.49,-87.02
Cannation,1536,,CNNC,0.0026,0.00000033,0.29,0.41,0.41,21.29,-34.26,-34.31,-68.35,-79.23
Impact,1373,,IMX,0.0005,0.00000006,-0.13,19.51,19.51,64.31,145.22,96.26,47.29,-73.53
Coin2.1,1430,,C2,0.0004,0.00000005,0.00,0.00000000,0.00,11.50,25.02,25.02,-63.98,-78.13
Elcoin,970,,EL,0.0435,0.00000549,-0.25,-2.19,14.07,163.04,84.08,246.60,126.42,-19.91
CrevaCoin,1565,,CREVA,0.00007902,0.00000001,-0.13,-33.34,-33.34,118.95,34.48,96.32,-38.58,-1.67
Save and Gain,1571,,SANDG,0.0006,0.00000008,-0.12,5.43,5.43,5.38,-1.93,-19.37,-38.33,-90.19
Internet of Things,1701,,XOT,56.92,0.01648692,-0.48,-0.31,5.24,-11.41,-18.79,-32.50,-41.32,-67.83
